22683,,,
22684,,,
22685,,,
22686,,,
22687,,,
22688,,,
22689,,,
22690,,,
22691,,,
22692,,,
22693,,,
22694,,,
22695,,,
22696,,,
22697,,,
22698,,,
22699,,,
22700,"At that high school, sports is more important than academics.",Why do academics have a double life?,What do academics really do?
22701,,,
22702,Fires for luring fish at night flicker on the silhouette of an island.,Yanni tried luring Skura into his house.,You are luring me.
22703,,,
22704,,,
22705,,,
22706,,,
22707,,,
22708,,,
22709,The nurse cared for the patient very tenderly.,They kissed tenderly.,Tom kissed Mary tenderly.
22710,,,
22711,Visit my webpage and find out more about me.,You may link to this webpage freely.,We were unable to find the webpage that you requested.
22712,,,
22713,,,
22714,Tom works for a startup.,He started a startup in Algeria.,He set up a startup in Algeria.
22715,"Hiromi decided to risk bungee-jumping, even though he was scared.",Is bungee jumping frightening or fun?,Tom could probably never convince Mary to try bungee jumping.
22716,,,
22717,New York City policemen wear dark blue uniforms.,A lot of policemen guarded the hall.,The robber stood surrounded by ten policemen.
22718,He's my workmate.,Tom attacked his workmate.,Tom used to be my workmate.
22719,,,
22720,,,
22721,,,
22722,The village is many kilometers away from the seashore.,"When I was a child, I used to go to the seashore every summer.",I like to take my pad and pencil and drive to the seashore to sketch.
22723,She was a bridesmaid at the wedding.,I want you to be a bridesmaid.,Layla was Salima's bridesmaid.
22724,,,
22725,,,
22726,This sentence is linguistically correct but that is not how we say it.,They want a linguistically homogeneous country.,This place used to be much more linguistically diverse.
22727,,,
22728,The pace of events is accelerating.,The loss of biodiversity is accelerating.,It's accelerating.
22729,,,
22730,You have a habit of exaggerating everything.,You are exaggerating the problem.,Aren't you exaggerating a bit?
22731,Anthony was esteemed by the Egyptians.,His criticisms were highly esteemed.,We esteemed ourselves happy to have survived.
22732,A danger foreseen is a danger avoided.,I should've foreseen this.,Who could've foreseen this happening?
22733,There are numerous hypotheses that may explain this phenomenon.,Hypotheses are nets: only he who casts will catch.,We base our hypotheses on the fact that nothing is faster than light.
22734,,,
22735,"Now that you've mentioned it, you're right.",John was mentioned in the paper.,You should have mentioned it at the outset.
22736,The nurse recommended that he try walking.,The doctor recommended that you should give up smoking.,Tom recommended the novel to them.
22737,His study of optics led him to the invention of the magnifying glass.,This magnifying glass magnifies objects by 200 times.,Fear has magnifying eyes.
22738,,,
22739,Tom finally had to get a restraining order because Mary kept stalking him.,At the very least you could get a restraining order.,It’s the only way you can get a restraining order.
22740,That's stretching the point.,Tom stopped stretching.,I wouldn't mind stretching my legs a little.
22741,,,
22742,I got a hair-clipper to save myself from spending money on a hairdresser.,Do you have a nail clipper I could use?,The hair clipper was plugged in.
22743,,,
22744,,,
22745,,,
22746,I asked Tom to confirm my findings.,"In archaeology, it is important to keep findings intact and undamaged.","Lamentably, the findings from yesterday were like you see them."
22747,"As I happened to be in the neighborhood, I went and paid him compliments.",Employees were allowed to share in reading customer compliments.,Her cheeks began to glow at his compliments.
22748,,,
22749,,,
22750,The flowers faded in the heat of the summer days.,The beautiful color of the sky soon faded away.,The species faded away.
22751,,,
22752,You are always wearing a loud necktie.,Could you show me that necktie?,This new necktie goes well with the suit.
22753,,,
22754,,,
22755,Tom took a swig from the flask.,Tom took a swig out of his water bottle.,Tom took a swig of rum.
22756,,,
22757,A cloud is condensed steam.,Time cannot be deciphered in its condensed form.,Don't forget to buy condensed milk.
22758,,,
22759,,,
22760,Success is always on the side of the persevering.,He isn't very persevering; he only works in fits and starts.,I'm persevering.
22761,The fawn blended seamlessly into the foliage.,It works seamlessly with your iPhone.,The wonderful summer has seamlessly become autumn.
22762,,,
22763,Whoops! There aren't many live coals left! Go make some kindling would you?,Kindling is just as important as tinder.,"If you get to use your phone for that, I get to use it as kindling."
22764,Your action has offended his dignity.,I'm afraid I've offended you.,I was offended by her crude manners.
22765,,,
22766,,,
22767,,,
22768,,,
22769,The supervisor enforced the rules here in this factory.,The law was enforced immediately.,The dictator enforced obeisance on the people.
22770,The audience was immersed in an aftertaste of the concert.,I was immersed in the happy atmosphere of the occasion.,He is totally immersed in family life and has no wish to work.
22771,We used to compete furiously in college.,The fire is burning furiously.,"The dog barked furiously, which awakened my brother."
22772,,,
22773,,,
22774,,,
22775,Kenya used to be a British colony.,Kenya became independent in 1963.,Dadaab is a refugee camp in Kenya.
22776,,,
22777,,,
22778,Malaysia came into existence in 1957.,This is a crude material imported from Malaysia.,We get the materials from Malaysia.
22779,Yemen is a country in the Middle East.,"Throughout its history, Yemen has experienced 11 civil wars.",There appears to be no end in sight to the war in Yemen.
22780,,,
22781,Bangladesh fought a war against Pakistan in 1971.,Bangladesh became independent in 1971.,Bangladesh is an Asian country.
22782,Polish archaeologists are conducting scientific studies in Sudan.,Fadil headed south to Sudan.,Khartoum is the capital of Sudan.
22783,I didn't know that Mr. Williams fought in the Vietnam War.,My uncle is a veteran of the Vietnam War.,He died fighting in the Vietnam War.
22784,"Unless it rains in Ethiopia soon, there could be severe drought problems.","Europeans never colonized Ethiopia, but not for lack of trying.",My nephew is from Ethiopia. He is Ethiopian.
22785,Some analysts consider Somalia as the failed state par excellence.,She's from Somalia.,My aunt is from Somalia. She is Somalian.
22786,The Balkan Mountain range runs across Bulgaria from west to east.,Macedonia and Bulgaria are not friends.,I'm from Bulgaria.
22787,,,
22788,,,
22789,,,
22790,They hugged tearfully.,Linda tearfully begged Dan for forgiveness.,Linda tearfully confessed to Dan that she had been cheating on him.
22791,,,
22792,,,
22793,She was very captivating when she performed.,I was up all night reading the captivating book my grandfather gave me.,He's a captivating speaker.
22794,,,
22795,The Apollo program greatly advanced our knowledge of space.,A report came in that Apollo 11 succeeded in landing on the moon.,"On the same day, Apollo 11 succeeded in landing on the moon's surface."
22796,The population of Sweden is on the increase.,Sweden has a language of its own.,We had a splendid holiday in Sweden.
22797,,,
22798,The manager sat on the bench with his arms folded.,Only by prohibiting nuclear weapons altogether can we stop the arms race.,We hope to come to an accord with them about arms reduction.
22799,"Move the knob at the side of the seat forwards, collapse the seat.",Forwards! Without stopping without fearing!,Why is it easier to park the car backwards than forwards?
22800,,,
22801,He died within a few days of his hundredth birthday.,He died a few days before his hundredth birthday.,Can we see the hundredth part of what exists?
22802,"For the millionth time, I'm sorry.",You are our one millionth customer.,I wrote the four millionth sentence in Tatoeba.
22803,The morals of our politicians have been corrupted.,It is contrary to the morals.,Public morals have been corrupted in this town.
22804,,,
22805,,,
22806,,,
22807,,,
22808,,,
22809,Please give me a spool of white thread.,I bought three spools of black thread and one spool of white.,A new spool of filament has been delivered.
22810,,,
22811,,,
22812,,,
22813,,,
22814,,,
22815,,,
22816,,,
22817,I'm troubled by this wart.,The wart on my thumb bled badly after picking at it all afternoon.,How long have you had this wart on your hand?
22818,"You may have swelling, but don't worry about it.",How many days will it take until the swelling goes down?,"Judging by the swelling, the man must have been bitten by a snake."
22819,,,
22820,,,
22821,,,
22822,,,
22823,,,
22824,,,
22825,,,
22826,The garden has been professionally laid out.,Tom decided to give up playing guitar professionally.,He beatboxes professionally.
22827,The company is a producer and distributor of television programming.,We are the only authorized distributor for this product.,Tom got the t-shirts straight from the distributor.
22828,He departed for London the day before yesterday.,No sooner had he arrived than the bus departed.,His untidy room announced that he had abruptly departed.
22829,Mathematics is not just the memorization of formulas.,It's not enough to memorize the formulas. You need to know how to use them.,Boldi memorized formulas and solved math problems.
22830,,,
22831,Anything that can be misunderstood will be.,It occurs to me that I may have misunderstood you.,Bill's abrupt manner causes him to be misunderstood.
22832,I unwillingly undertook it.,The government undertook a drastic reform of parliament.,I undertook responsibility for him.
22833,She has undertaken too much work.,An intention-to-treat analysis was undertaken.,Increase by a little at a time the amount of exercise undertaken.
22834,I had to get the axes to chop the wood.,The lumberjack had a variety of axes for different jobs.,I'm trying to become an expert in using axes.
22835,Many young men bled for the revolution.,His nose bled.,She bled me of all my money.
22836,,,
22837,,,
22838,All his geese are swans.,I hear a lot of geese every time I'm at the condominium.,There was a bunch of geese flying in different groups.
22839,We all knelt down to pray.,We knelt down to pray.,They knelt and thanked God for sending them rain.
22840,Tom kneeled.,He kneeled at her side.,I kneeled down to get a better look at what was on the ground.
22841,He overheard the conversation by accident.,I overheard their mockery.,They feared being overheard.
22842,,,
22843,The ruler was overthrown and banished from the country.,The government was overthrown.,Will a day come when we see them overthrown?
22844,,,
22845,I forgot to pack my adaptor for the trip.,The phone won't charge without an adaptor.,She bought a new adaptor for her laptop.
22846,The boy dreamed of going on an Antarctic expedition.,The expedition has postponed its departure to the Antarctic.,They explored the Antarctic.
22847,It raises a red flag for businessmen.,He wanted them to go to college and learn to be businessmen.,The audience was mostly businessmen.
22848,,,
22849,,,
22850,,,
22851,,,
22852,,,
22853,,,
22854,,,
22855,"Two, four, six, etc. are even numbers.","Powders of aluminium, magnesium, silicon, etc. explode.","Permalinks are basically links to items like posts, comments, etc."
22856,,,
22857,People came from the farthest country.,Neptune is the farthest planet from the Sun.,Arkhangelsk is the farthest of the farthest places you can imagine.
22858,He stood godfather to my first son.,My godfather gave me that red shirt.,My godfather gave me a watch as a gift.
22859,The godmother baked a delicious cake.,She's my godmother.,My sister is my daughter's godmother.
22860,,,
22861,,,
22862,The old hippy didn't need any drugs; he was high on life.,Tom is a hippy.,Sami was a hippy.
22863,,,
22864,Lots of leftovers remained inside.,Those are the leftovers from lunch.,Tom fed his leftovers to his dog.
22865,He is wearing pyjamas.,One morning I shot an elephant in my pyjamas.,Tom took his clothes off and put the pyjamas on.
22866,,,
22867,,,
22868,,,
22869,Don't forget to polish your shoes before you go out!,You should polish your shoes before you go to the party.,They're only $50 with two cans of shoe polish free of charge.
22870,,,
22871,,,
22872,Our talk about the sexuality of flies could offend some people.,You can't change your sexuality.,You shouldn't associate sexuality with poverty. It isn't Roman.
22873,"When I drink too much, I get nostalgic and often tearful.",Rima grabbed Ziri in a tearful hug.,"Ziri, Rima, and their kids had a tearful family reunion."
22874,Mary went over to the United States in her late teens.,My sister got married in her teens.,My daughter is in her late teens.
22875,Do the first example in your workbook.,I have a good Berber workbook.,I ordered a Berber workbook online.
22876,What's with that mismatched dress?,Tom's socks are mismatched.,Tom always wears mismatched socks.
22877,,,
22878,It is estimated that there are over half a million words in English.,The damages are estimated not to exceed a million yen at the worst.,The value of the painting was estimated at several million dollars.
22879,I'm not a problem-solver.,"Tom is a problem-solver, isn't he?",I'm a problem solver.
22880,,,
22881,Tom looks conflicted.,Tom is feeling conflicted.,Tom was very conflicted by the difficult decision he had to make.
22882,Tom found the exercise mentally draining.,The water on the road's surface isn't draining sufficiently.,"On-again, off-again relationships can be emotionally draining."
22883,Hideo turned the steering wheel sharply to avoid the bicyclist.,British and Japanese cars have steering wheels on the right side.,A car has one steering wheel.
22884,"Well, I don't think Sara is the sort of girl to bear grudges.",I am called Sara.,My name is Maria Sara.
22885,Dan arrived at Princeton University in 1976.,Dan met a group of biology researchers at Princeton University.,But friendships will be his favorite memories at Princeton.
22886,,,
22887,"Since Mario lied to me, I don't speak to him anymore.","You lied to me, didn't you?",He has lied to me again and again.
22888,,,
22889,These are cakes of her baking.,I'm baking!,It's baking hot.
22890,,,
22891,The eagle dived at its prey.,Mayuko dived into the cold water.,Bill dived into the river to save the drowning child.
22892,,,
22893,Let's go to the teahouse!,"Whenever I walk by that teahouse, the boss always comes out to welcome me.",I am drinking a cup of blueberry tea in the teahouse.
22894,"They forgot all about Noah, who had saved them.",How did Noah keep the animals from eating each other?,Why didn't Noah swat those two mosquitoes?
22895,,,
22896,How do I get to Chinatown?,Chinatown is in Yamashitacho of Naka-ku.,There are many Chinese restaurants in Chinatown.
22897,,,
22898,"It's wilful ignorance, if you ask me.",His wilful ignorance was more than she could stand.,"She's always been a wilful child, refusing rules."
22899,Indulge me with your saucy dating stories.,I like the skewered saucy fish balls from the streets of Quezon City.,"Randy stood by the jeepney, as he was eating skewered saucy fish balls."
22900,,,
22901,The maid arranged the knives and forks on the table.,Put the knives and forks back in the cupboard.,There is a rule concerning the use of knives and forks.
22902,Buffoon!,Tom is what my father would call a buffoon.,What a buffoon!
22903,,,
22904,,,
22905,,,
22906,"To err is human, but to persist in error is diabolical.",Sami put his diabolical plan into action.,"To err is human, but to persist is diabolical."
22907,,,
22908,Tom was a sadistic father.,Fadil was a sadistic sociopath.,Tom is sadistic.
22909,,,
22910,,,
22911,The boat sailed around the promontory.,There's a cave on the promontory.,Be like a promontory that the waves endlessly come to break against.
22912,,,
22913,,,
22914,,,
22915,The term refers to the three witches who accost Macbeth.,You never know who might accost you on a dark street.,Let's accost someone.
22916,,,
22917,,,
22918,All children in the PRC learn the Roman alphabet for phonemic pinyin.,I think that Michael wants to live back in the PRC.,"In the PRC, Christmas is a commercialized event in big cities."
22919,My shoes are too small. I need new ones.,"You have cleaned your shoes, haven't you?",You need not take off your shoes.
22920,You are wearing your socks inside out.,"Take off your socks, please.",Are my socks dry already?
22921,,,
22922,,,
22923,,,
22924,,,
22925,,,
22926,He started laughing hysterically.,She started laughing hysterically.,Tom laughed hysterically.
22927,,,
22928,Let's not romanticize this too much.,Many novels and shows romanticize the agrarian lifestyle.,Islamists and Pan-Arabists like to romanticize the past.
22929,,,
22930,,,
22931,,,
22932,,,
22933,"Why, I wouldn't know what this contraption is supposed to do.",What do you call that contraption?,What a peculiar contraption! What on earth is that for?
22934,,,
22935,,,
22936,,,
22937,,,
22938,,,
22939,,,
22940,,,
22941,,,
22942,The point of hipster subculture is to avoid conforming to societal norms.,I only went to the party to fulfill my societal obligations.,Societal values change from generation to generation.
22943,I believe it would be unproductive with regard to the present recovery.,The retired often feel that they are useless and unproductive.,This is entirely unproductive.
22944,,,
22945,,,
22946,,,
22947,,,
22948,,,
22949,,,
22950,,,
22951,,,
22952,,,
22953,Lincoln arrived at Gettysburg at sundown.,"We went to work at sunrise, and quit work between sundown and dark.",The search for the missing bushwalkers was suspended at sundown.
22954,,,
22955,,,
22956,The public transportation system runs like clockwork.,He devised a complicated clockwork toy.,Everything's running like clockwork.
22957,,,
22958,,,
22959,,,
22960,,,
22961,Sami viciously raped Layla.,Yanni bit Skura viciously.,The soldiers were stomping on Skura's body viciously.
22962,,,
22963,,,
22964,,,
22965,,,
22966,,,
22967,,,
22968,,,
22969,It was preventable.,Tom's death was preventable.,Malaria is a preventable disease.
22970,,,
22971,,,
22972,,,
22973,The idea that he is going to make a speech is laughable.,You're going to teach me? That's laughable!,Laughable how prostitutes want to be loved by stealing your money.
22974,,,
22975,,,
22976,,,
22977,The dogs were howling at the moon.,"Last night, I heard dogs howling.",He had everyone howling with his stories of all his past bloopers.
22978,,,
22979,,,
22980,,,
22981,,,
22982,,,
22983,,,
22984,,,
22985,,,
22986,The boy was searching for the lost key.,The police are searching.,Is this what you've been searching for all this time?
22987,,,
22988,,,
22989,They confused the names of the sender and the addressee.,Send a registered letter to be sure that it will reach its addressee.,The name of the addressee on the stamped envelope was illegible.
22990,,,
22991,,,
22992,,,
22993,,,
22994,,,
22995,,,
22996,So nobody bothered about me.,The child bothered him with questions.,I don't have time to be bothered by such small things.
22997,,,
22998,The clouds floating in the sky are beautiful.,A balloon was floating in the air.,The petals are floating on the water.
22999,,,
23000,The bouncer wouldn't let him in.,Tom works as a bouncer in a nightclub.,Tom works as a bouncer.
23001,,,
23002,My head is splitting from the noise.,I have a splitting headache.,"Having a splitting headache, I went to bed earlier than usual."
23003,,,
23004,,,
23005,,,
23006,,,
23007,,,
23008,,,
23009,,,
23010,Travelling is easy these days.,There are lots of benefits from travelling abroad.,Nothing is so pleasant as travelling alone.
23011,,,
23012,The player made a splendid comeback.,"Whatever I say, he has a comeback ready. You can't get a word in edgewise.",He has made a fine comeback on the stage.
23013,Sami is a professional scammer.,Sami is a major scammer.,Sami is a scammer.
23014,,,
23015,I travelled to Tokyo right away; it was past noon when I saw my uncle.,I travelled around Europe.,Have you travelled anywhere recently?
23016,,,
23017,He wrestled his attacker to the ground.,She managed to scare off her attacker by screaming loudly.,We don't know who the attacker was.
23018,They zapped Tom with the defibrillator.,Where can you find a defibrillator?,Get me a defibrillator.
23019,A firewall will guarantee Internet security.,I need to configure this server with an appropriate firewall system.,A firewall guarantees your security on the internet.
23020,My hair is clumsily cut.,Excessive fear makes always to act clumsily.,John took the guitar clumsily and tried to play some music.
23021,I often use SSH to access my computers remotely.,"Hey, are you remotely sane?!",I often use SSH to remotely connect to my computer.
23022,I like to be organised!,I'd have loved to see you at the party I organised yesterday.,Just talk among yourselves while I get organised here.
23023,Mary is a bookworm.,You're a bookworm.,"He is, so to speak, a bookworm."
23024,,,
23025,,,
23026,"Martin Luther King, Jr. persuaded the black citizens to protest peacefully.",The general lived the rest of his life peacefully after his retirement.,I could live peacefully here.
23027,He used to work as a stuntman.,I'm a stuntman.,Tom wants to be a stuntman.
23028,"To my surprise, the noted psychologist was accused of a kidnapping.",The prosecution condemned the defendant for kidnapping a child.,Hearing about people kidnapping little children just makes my blood boil.
23029,We were asked what our rights are in respect to CCTV monitoring at work.,The thieves disabled the CCTV cameras inside the museum.,Sami identified the suspect captured in the CCTV video.
23030,How long does it take to get to the station?,What does it involve?,What does it mean to have an educated mind in the 21st century?
23031,,,
23032,Bill boasts of owning the biggest car in the neighborhood.,New York is the biggest city in the world.,The earthquake was the biggest one that we had ever experienced.
23033,Even the smallest worm will turn if trodden on.,A family is the smallest unit of society.,The smallest child knows such a simple thing.
23034,"When summer is over, the days grow shorter and shorter.","The candle grew shorter and shorter, until at last it went out.",Make this sentence a little shorter.
23035,Great geniuses have the shortest biographies.,Take the shortest route to Paris.,I wonder which way is the shortest.
23036,The Nile is the longest river in the world.,The longest night will have an end.,Even the longest day will have an end.
23037,Hanako grew taller than her mother.,That boy who is speaking English is taller than I.,"Generally speaking, New Zealanders are taller than Japanese."
23038,You are tallest.,Who is the tallest of all?,Mike is the tallest of the three.
23039,Are you younger than him?,Your story reminded me of my younger days.,We cannot distinguish her from her younger sister.
23040,Gold is heavier than iron.,Gold is far heavier than water.,Gold is heavier than silver.
23041,The player swung the bat at a ball.,I swung my leg over the fence.,Chris swung his sword!
23042,,,
23043,He wishes to erase bad memories.,Memories of my college days come to my mind.,My time in school will be one of my happiest memories.
23044,,,
23045,,,
23046,,,
23047,This is very commendable.,You've made commendable progress in the English language this past year.,Tom received an honorable mention for his commendable work.
23048,,,
23049,The obstacles to our progress have been removed at last.,The posters were immediately removed from the wall.,The press ban on the case was removed yesterday.
23050,,,
23051,He dwelt on the complexities of modern life.,The road to simplicity is paved with hellish complexities.,It can be difficult to navigate the complexities of a new job.
23052,The investigator tried to figure out the intricacies of the crime.,There are intricacies that make Yanni special.,Amerindian languages are full of interesting intricacies.
23053,I rushed out of my house.,"Even though she rushed, the elderly woman missed the last train.","She rushed to the office, and was ushered right into an examination room."
23054,Glass is breakable.,Glass is a transparent and easily breakable material.,Hope is breakable.
23055,What are you lingering for? Hurry up and go.,The smell of last night's dinner was still lingering in the kitchen.,The coronavirus is not lingering in the air.
23056,,,
23057,,,
23058,,,
23059,,,
23060,,,
23061,,,
23062,,,
23063,,,
23064,Peter loves Jane.,"Philip, like Andrew and Peter, was from the town of Bethesda.","Mrs. Hughes, this is Peter Brown."
23065,,,
23066,,,
23067,,,
23068,Even a blind squirrel finds an acorn sometimes.,From a small acorn grows a tall oak tree.,The squirrel put his acorn helmet on.
23069,,,
23070,,,
23071,,,
23072,,,
23073,,,
23074,,,
23075,,,
23076,,,
23077,,,
23078,,,
23079,He is quick to find fault with the student's penmanship.,You have very nice penmanship.,Her penmanship is horrible.
23080,,,
23081,,,
23082,,,
23083,,,
23084,,,
23085,Tom moved to Finland and became a reindeer herder.,I saw a sheep herder and his dog standing on the side of the road.,Benedito is a skilled herder who knows how to manage his goats.
23086,,,
23087,,,
23088,,,
23089,,,
23090,,,
23091,,,
23092,,,
23093,,,
23094,,,
23095,The soil retained richness.,He promised me richness and happiness.,His richness of expression is unbounded.
23096,,,
23097,,,
23098,The Sun's corona is the outermost part of the Sun's atmosphere.,Biotech and Moderna have a lead in the Corona or Covid vaccination.,A corona is an aura of plasma that surrounds the Sun and other stars.
23099,,,
23100,,,
23101,,,
23102,,,
23103,,,
23104,,,
23105,,,
23106,,,
23107,Wet and stormy areas will get wetter and stormier.,I wonder why we get wetter when we run in the rain than when we just walk.,Tom is a bed-wetter.
23108,,,
23109,,,
23110,,,
23111,The Eurasian blackcap's songs can be heard from two to two-thirty p.m.,The Eurasian magpie is a bird.,The eurasian magpie is a very smart bird.
23112,,,
23113,,,
23114,Sea otters rest by wrapping themselves in kelp to keep from drifting away.,"In ideal conditions, giant kelp can grow up to 18 inches per day.",The giant kelp canopies tower above the ocean floor.
23115,,,
23116,,,
23117,,,
23118,,,
23119,,,
23120,Tom is a street urchin.,Mary is a sea urchin.,Sea urchin has a slimy texture.
23121,,,
23122,,,
23123,Bluefin tuna can live up to 40 years.,Bluefin tuna always tastes best.,Bluefin tuna is always hardest to get.
23124,,,
23125,,,
23126,,,
23127,,,
23128,,,
23129,,,
23130,,,
23131,,,
23132,,,
23133,,,
23134,The restaurant will reopen under new management.,We hope to reopen soon.,Our store will reopen in October.
23135,,,
23136,,,
23137,A sinkhole has appeared in the middle of the highway.,Tom's home was swallowed by a sinkhole.,Miroslav decided to check out the sinkhole.
23138,,,
23139,,,
23140,,,
23141,,,
23142,The fire started in the bathhouse.,Did they heat up the bathhouse?,All the town needs is a bathhouse with jacuzzis and saunas.
23143,,,
23144,,,
23145,,,
23146,,,
23147,,,
23148,Tom is a compulsive hoarder.,Tom is an animal hoarder.,"If you want to stop being a hoarder, you have to learn to let things go."
23149,,,
23150,,,
23151,,,
23152,,,
23153,,,
23154,,,
23155,,,
23156,,,
23157,,,
23158,,,
23159,,,
23160,The roads are unclean.,"According to Islamic principles, pigs are considered unclean.",Today I have been unclean.
23161,,,
23162,,,
23163,,,
23164,,,
23165,,,
23166,Bureaucrats are testing the waters over revising old regulations.,It is still in the testing stage.,Testing Koko's IQ is not easy.
23167,,,
23168,,,
23169,He mistook the car's cruise control for autopilot.,We're on autopilot.,Get off of autopilot.
23170,,,
23171,,,
23172,,,
23173,,,
23174,,,
23175,I will play Sudoku then instead of continuing to bother you.,Poverty prevented him from continuing his studies.,Beating the game without continuing unlocks the secret character.
23176,I cannot tell my opinion without provoking him.,He deliberately kept on provoking a confrontation.,You need to stop provoking fights with Tom.
23177,Many forms of life are disappearing.,Certain animals are fast disappearing.,I watched the car disappearing slowly around the corner.
23178,,,
23179,,,
23180,,,
23181,,,
23182,,,
23183,It is unbearably hot this summer.,Breakfast TV presenters tend to be unbearably perky.,Parts of the world that are already hot enough might become unbearably so.
23184,He liberated the people from bondage.,"When the city was liberated, people lined the streets throwing confetti.",You have liberated me from Sami.
23185,,,
23186,,,
23187,Tom picked up a paintbrush and started helping Mary paint the fence.,Tom put down his paintbrush.,Tom had a paintbrush in his hand.
23188,Corporations are competing to fill the vacuum.,Jane and Mary are always competing for attention.,The two companies are competing with each other.
23189,,,
23190,,,
23191,Fruits and vegetables are essential to a balanced diet.,Fruits decay in the sun.,Fruits tend to rot quickly.
23192,I grew tomatoes last year and they were very good.,Meg bought a can of tomatoes.,I grow tomatoes in plastic houses.
23193,I'll boil you the beans.,Brazil supplies the world with coffee beans of quality.,Chocolate is made from cocoa beans.
23194,Our garden produced an abundance of cabbages last year.,We talked about cabbages and kings.,"He is fond of vegetables, and cabbages in particular."
23195,It's a pity that you can't buy miracles like you would buy potatoes.,Onions cook more quickly than potatoes.,The farm grows potatoes.
23196,Carrots and turnips are edible roots.,"Except for carrots, there is nothing he won't eat.",Rabbits like to eat carrots.
23197,"Mushrooms are in season now, so they are cheap.",Can you tell me the art of recognizing matsutake mushrooms?,We keep shiitake mushrooms dry.
23198,That way I kill two birds with one stone.,I saw a flock of birds flying aloft.,Birds were singing in the sky.
23199,"Where are the eggs, please?",Don't kill the goose that lays the golden eggs.,Blend milk and eggs together.
23200,Help yourself to more cookies.,Would you care for more cookies?,There are some cookies in the jar.
23201,,,
23202,,,
23203,,,
23204,Tom bought a webcam.,I bought a webcam.,"I wanted to be a camgirl, but then I realised that I don't have a webcam."
23205,They stole her lunchbox and threw it out the window.,Tom took the sandwich out of his lunchbox.,Tom's lunchbox is in the car.
23206,"If I don't come back, the venture will probably be unsuccessful.",The attempts were for the most part unsuccessful.,All his endeavors proved unsuccessful.
23207,,,
23208,The fastest runner can't run 100 meters in 9 seconds.,Mike runs fastest in his class.,Bill can run fastest in his class.
23209,,,
23210,He got the sack for slacking off at work.,He got fired for slacking off at work.,You're competent but you're slacking.
23211,,,
23212,,,
23213,,,
23214,Sami had many jurors lobbying on his behalf.,Lobbying is the little brother of corruption.,Morocco is lobbying nations against Western Sahara.
23215,,,
23216,"It includes widely varying organizations, people, and ideas.",We pay an income tax at varying rates according to the size of income.,"A book, like a landscape, is a state of consciousness varying with readers."
23217,,,
23218,,,
23219,,,
23220,I once wanted to be an astrophysicist.,I wanted to be an astrophysicist once.,He became an astrophysicist.
23221,Creationism is a pseudo-science.,Creationism is bullshit.,Creationism is pseudoscience.
23222,,,
23223,,,
23224,You'll never have my psychedelic pencil!,Sami took a psychedelic.,It's a psychedelic reverie of patterns and colors.
23225,Caffeine is the most widely consumed psychoactive drug.,"Being a psychoactive agent, a hallucinogen can cause you to dissociate.",Adrenochrome is not psychoactive and is easily synthesized.
23226,Trigonometry is a branch of mathematics that studies triangles.,Tom's favourite subject was trigonometry.,Tom's favorite subject was trigonometry.
23227,,,
23228,"The company I worked for was downsizing. Unfortunately, I lost my job.",We're downsizing.,It's time to begin downsizing.
23229,,,
23230,,,
23231,Breathing is generally overrated.,Boston is overrated.,What a terrible film! It's really overrated in my view.
23232,,,
23233,,,
23234,,,
23235,,,
23236,,,
23237,,,
23238,,,
23239,,,
23240,,,
23241,,,
23242,,,
23243,,,
23244,,,
23245,,,
23246,,,
23247,,,
23248,,,
23249,,,
23250,,,
23251,,,
23252,,,
23253,,,
23254,,,
23255,,,
23256,,,
23257,,,
23258,,,
23259,,,
23260,,,
23261,,,
23262,,,
23263,,,
23264,,,
23265,,,
23266,,,
23267,,,
23268,,,
23269,,,
23270,,,
23271,,,
23272,,,
23273,,,
23274,,,
23275,He knows how to circumcise children.,Where did you circumcise them?,David and Ruth intend to circumcise their newborn.
23276,,,
23277,,,
23278,,,
23279,,,
23280,,,
23281,,,
23282,,,
23283,,,
23284,,,
23285,,,
23286,,,
23287,,,
23288,,,
23289,North Korea’s reclusive leader visits Russia for talks on energy.,North Korea is a reclusive country.,Myanmar is a reclusive country that shuns outsiders.
23290,,,
23291,,,
23292,,,
23293,,,
23294,,,
23295,,,
23296,,,
23297,,,
23298,,,
23299,He received me cordially.,You are cordially invited to our fiftieth anniversary celebration.,They greeted us cordially.
23300,,,
23301,,,
23302,,,
23303,,,
23304,,,
23305,,,
23306,,,
23307,,,
23308,,,
23309,,,
23310,,,
23311,,,
23312,,,
23313,A rapper without bling is like a pope without a crucifix.,"I want a priest, and a crucifix, so that I may kiss it!",Yanni made a crucifix out of wood.
23314,,,
23315,,,
23316,,,
23317,,,
23318,,,
23319,,,
23320,,,
23321,,,
23322,,,
23323,,,
23324,,,
23325,,,
23326,,,
23327,,,
23328,,,
23329,,,
23330,,,
23331,,,
23332,,,
23333,,,
23334,,,
23335,,,
23336,,,
23337,,,
23338,,,
23339,,,
23340,,,
23341,,,
23342,,,
23343,,,
23344,All prayer is dictatorial.,I don't recognize your dictatorial rules.,The Algerian state is dictatorial.
23345,,,
23346,,,
23347,,,
23348,,,
23349,,,
23350,The United States is seeking extradition of Julian Assange.,An extradition clause was also included in the treaty.,"Leonid moved to Senegal, a non-extradition country."
23351,,,
23352,,,
23353,,,
23354,,,
23355,,,
23356,,,
23357,,,
23358,,,
23359,,,
23360,,,
23361,,,
23362,,,
23363,,,
